# Mass Density (g/cm^3)  Energy (eV/atom)  Total_Atom  Fe  Ge  O  Si  Ta  Ti  Zr
7.551369  -9.596723  1004  0  0  712  0  256  0  36
7.551369  -9.596499  1004  0  0  712  0  256  0  36
7.551369  -9.596224  1004  0  0  712  0  256  0  36
7.551369  -9.595915  1004  0  0  712  0  256  0  36
7.551369  -9.595588  1004  0  0  712  0  256  0  36
7.551369  -9.595259  1004  0  0  712  0  256  0  36
7.551369  -9.594941  1004  0  0  712  0  256  0  36
7.551369  -9.594645  1004  0  0  712  0  256  0  36
7.551369  -9.594373  1004  0  0  712  0  256  0  36
7.551369  -9.594124  1004  0  0  712  0  256  0  36
7.551369  -9.593889  1004  0  0  712  0  256  0  36
7.551369  -9.593659  1004  0  0  712  0  256  0  36
7.551369  -9.593420  1004  0  0  712  0  256  0  36
7.551369  -9.593163  1004  0  0  712  0  256  0  36
7.551369  -9.592879  1004  0  0  712  0  256  0  36
7.551369  -9.592566  1004  0  0  712  0  256  0  36
7.551369  -9.592226  1004  0  0  712  0  256  0  36
7.551369  -9.591867  1004  0  0  712  0  256  0  36
7.551369  -9.591501  1004  0  0  712  0  256  0  36
7.551369  -9.591145  1004  0  0  712  0  256  0  36
7.551369  -9.590812  1004  0  0  712  0  256  0  36
7.551369  -9.590516  1004  0  0  712  0  256  0  36
7.551369  -9.590266  1004  0  0  712  0  256  0  36
7.551369  -9.590069  1004  0  0  712  0  256  0  36
7.551369  -9.589929  1004  0  0  712  0  256  0  36
7.551369  -9.589841  1004  0  0  712  0  256  0  36
7.551369  -9.589803  1004  0  0  712  0  256  0  36
7.551369  -9.589809  1004  0  0  712  0  256  0  36
7.551369  -9.589854  1004  0  0  712  0  256  0  36
7.551369  -9.589934  1004  0  0  712  0  256  0  36
7.551369  -9.590045  1004  0  0  712  0  256  0  36
7.551369  -9.590186  1004  0  0  712  0  256  0  36
7.551369  -9.590356  1004  0  0  712  0  256  0  36
7.551369  -9.590551  1004  0  0  712  0  256  0  36
7.551369  -9.590764  1004  0  0  712  0  256  0  36
7.551369  -9.590985  1004  0  0  712  0  256  0  36
7.551369  -9.591203  1004  0  0  712  0  256  0  36
7.551369  -9.591401  1004  0  0  712  0  256  0  36
7.551369  -9.591563  1004  0  0  712  0  256  0  36
7.551369  -9.591674  1004  0  0  712  0  256  0  36
7.551369  -9.591718  1004  0  0  712  0  256  0  36
7.551369  -9.591687  1004  0  0  712  0  256  0  36
7.551369  -9.591575  1004  0  0  712  0  256  0  36
7.551369  -9.591382  1004  0  0  712  0  256  0  36
7.551369  -9.591117  1004  0  0  712  0  256  0  36
7.551369  -9.590794  1004  0  0  712  0  256  0  36
7.551369  -9.590433  1004  0  0  712  0  256  0  36
7.551369  -9.590057  1004  0  0  712  0  256  0  36
7.551369  -9.589692  1004  0  0  712  0  256  0  36
7.551369  -9.589359  1004  0  0  712  0  256  0  36
7.551369  -9.589078  1004  0  0  712  0  256  0  36
7.551369  -9.588860  1004  0  0  712  0  256  0  36
7.551369  -9.588707  1004  0  0  712  0  256  0  36
7.551369  -9.588614  1004  0  0  712  0  256  0  36
7.551369  -9.588567  1004  0  0  712  0  256  0  36
7.551369  -9.588545  1004  0  0  712  0  256  0  36
7.551369  -9.588526  1004  0  0  712  0  256  0  36
7.551369  -9.588484  1004  0  0  712  0  256  0  36
7.551369  -9.588400  1004  0  0  712  0  256  0  36
7.551369  -9.588258  1004  0  0  712  0  256  0  36
7.551369  -9.588051  1004  0  0  712  0  256  0  36
7.551369  -9.587781  1004  0  0  712  0  256  0  36
7.551369  -9.587459  1004  0  0  712  0  256  0  36
7.551369  -9.587105  1004  0  0  712  0  256  0  36
7.551369  -9.586742  1004  0  0  712  0  256  0  36
7.551369  -9.586394  1004  0  0  712  0  256  0  36
7.551369  -9.586087  1004  0  0  712  0  256  0  36
7.551369  -9.585841  1004  0  0  712  0  256  0  36
7.551369  -9.585666  1004  0  0  712  0  256  0  36
7.551369  -9.585563  1004  0  0  712  0  256  0  36
7.551369  -9.585520  1004  0  0  712  0  256  0  36
7.551369  -9.585516  1004  0  0  712  0  256  0  36
7.551369  -9.585521  1004  0  0  712  0  256  0  36
7.551369  -9.585500  1004  0  0  712  0  256  0  36
7.551369  -9.585420  1004  0  0  712  0  256  0  36
7.551369  -9.585255  1004  0  0  712  0  256  0  36
7.551369  -9.584984  1004  0  0  712  0  256  0  36
7.551369  -9.584603  1004  0  0  712  0  256  0  36
7.551369  -9.584122  1004  0  0  712  0  256  0  36
7.551369  -9.583565  1004  0  0  712  0  256  0  36
7.551369  -9.582969  1004  0  0  712  0  256  0  36
7.551369  -9.582377  1004  0  0  712  0  256  0  36
7.551369  -9.581834  1004  0  0  712  0  256  0  36
7.551369  -9.581381  1004  0  0  712  0  256  0  36
7.551369  -9.581048  1004  0  0  712  0  256  0  36
7.551369  -9.580850  1004  0  0  712  0  256  0  36
7.551369  -9.580783  1004  0  0  712  0  256  0  36
7.551369  -9.580829  1004  0  0  712  0  256  0  36
7.551369  -9.580955  1004  0  0  712  0  256  0  36
7.551369  -9.581123  1004  0  0  712  0  256  0  36
7.551369  -9.581291  1004  0  0  712  0  256  0  36
7.551369  -9.581422  1004  0  0  712  0  256  0  36
7.551369  -9.581488  1004  0  0  712  0  256  0  36
7.551369  -9.581473  1004  0  0  712  0  256  0  36
7.551369  -9.581373  1004  0  0  712  0  256  0  36
7.551369  -9.581193  1004  0  0  712  0  256  0  36
7.551369  -9.580947  1004  0  0  712  0  256  0  36
7.551369  -9.580656  1004  0  0  712  0  256  0  36
7.551369  -9.580339  1004  0  0  712  0  256  0  36
7.551369  -9.580016  1004  0  0  712  0  256  0  36
7.551369  -9.579704  1004  0  0  712  0  256  0  36
7.551369  -9.579413  1004  0  0  712  0  256  0  36
7.551369  -9.579151  1004  0  0  712  0  256  0  36
7.551369  -9.578917  1004  0  0  712  0  256  0  36
7.551369  -9.578708  1004  0  0  712  0  256  0  36
7.551369  -9.578517  1004  0  0  712  0  256  0  36
7.551369  -9.578334  1004  0  0  712  0  256  0  36
7.551369  -9.578146  1004  0  0  712  0  256  0  36
7.551369  -9.577942  1004  0  0  712  0  256  0  36
7.551369  -9.577711  1004  0  0  712  0  256  0  36
7.551369  -9.577447  1004  0  0  712  0  256  0  36
7.551369  -9.577147  1004  0  0  712  0  256  0  36
7.551369  -9.576813  1004  0  0  712  0  256  0  36
7.551369  -9.576451  1004  0  0  712  0  256  0  36
7.551369  -9.576071  1004  0  0  712  0  256  0  36
7.551369  -9.575684  1004  0  0  712  0  256  0  36
7.551369  -9.575300  1004  0  0  712  0  256  0  36
7.551369  -9.574928  1004  0  0  712  0  256  0  36
7.551369  -9.574574  1004  0  0  712  0  256  0  36
7.551369  -9.639660  1004  0  0  712  0  256  0  36
7.551369  -9.639604  1004  0  0  712  0  256  0  36
7.551369  -9.639574  1004  0  0  712  0  256  0  36
7.551369  -9.639569  1004  0  0  712  0  256  0  36
7.551369  -9.639584  1004  0  0  712  0  256  0  36
7.551369  -9.639614  1004  0  0  712  0  256  0  36
7.551369  -9.639653  1004  0  0  712  0  256  0  36
7.551369  -9.639695  1004  0  0  712  0  256  0  36
7.551369  -9.639737  1004  0  0  712  0  256  0  36
7.551369  -9.639774  1004  0  0  712  0  256  0  36
7.551369  -9.639805  1004  0  0  712  0  256  0  36
7.551369  -9.639829  1004  0  0  712  0  256  0  36
7.551369  -9.639846  1004  0  0  712  0  256  0  36
7.551369  -9.639858  1004  0  0  712  0  256  0  36
7.551369  -9.639866  1004  0  0  712  0  256  0  36
7.551369  -9.639872  1004  0  0  712  0  256  0  36
7.551369  -9.639879  1004  0  0  712  0  256  0  36
7.551369  -9.639885  1004  0  0  712  0  256  0  36
7.551369  -9.639891  1004  0  0  712  0  256  0  36
7.551369  -9.639896  1004  0  0  712  0  256  0  36
7.551369  -9.639896  1004  0  0  712  0  256  0  36
7.551369  -9.639888  1004  0  0  712  0  256  0  36
7.551369  -9.639868  1004  0  0  712  0  256  0  36
7.551369  -9.639831  1004  0  0  712  0  256  0  36
7.551369  -9.639773  1004  0  0  712  0  256  0  36
7.551369  -9.639689  1004  0  0  712  0  256  0  36
7.551369  -9.639578  1004  0  0  712  0  256  0  36
7.551369  -9.639435  1004  0  0  712  0  256  0  36
7.551369  -9.639262  1004  0  0  712  0  256  0  36
7.551369  -9.639058  1004  0  0  712  0  256  0  36
7.551369  -9.638827  1004  0  0  712  0  256  0  36
7.551369  -9.638571  1004  0  0  712  0  256  0  36
7.551369  -9.638294  1004  0  0  712  0  256  0  36
7.551369  -9.638002  1004  0  0  712  0  256  0  36
7.551369  -9.637700  1004  0  0  712  0  256  0  36
7.551369  -9.637391  1004  0  0  712  0  256  0  36
7.551369  -9.637080  1004  0  0  712  0  256  0  36
7.551369  -9.636771  1004  0  0  712  0  256  0  36
7.551369  -9.636465  1004  0  0  712  0  256  0  36
7.551369  -9.636165  1004  0  0  712  0  256  0  36
7.551369  -9.635874  1004  0  0  712  0  256  0  36
7.551369  -9.635591  1004  0  0  712  0  256  0  36
7.551369  -9.635319  1004  0  0  712  0  256  0  36
7.551369  -9.635061  1004  0  0  712  0  256  0  36
7.551369  -9.634817  1004  0  0  712  0  256  0  36
7.551369  -9.634589  1004  0  0  712  0  256  0  36
7.551369  -9.634380  1004  0  0  712  0  256  0  36
7.551369  -9.634190  1004  0  0  712  0  256  0  36
7.551369  -9.634020  1004  0  0  712  0  256  0  36
7.551369  -9.633870  1004  0  0  712  0  256  0  36
7.551369  -9.633737  1004  0  0  712  0  256  0  36
7.551369  -9.633620  1004  0  0  712  0  256  0  36
7.551369  -9.633513  1004  0  0  712  0  256  0  36
7.551369  -9.633414  1004  0  0  712  0  256  0  36
7.551369  -9.633317  1004  0  0  712  0  256  0  36
7.551369  -9.633218  1004  0  0  712  0  256  0  36
7.551369  -9.633116  1004  0  0  712  0  256  0  36
7.551369  -9.633008  1004  0  0  712  0  256  0  36
7.551369  -9.632894  1004  0  0  712  0  256  0  36
7.551369  -9.632775  1004  0  0  712  0  256  0  36
7.551369  -9.632653  1004  0  0  712  0  256  0  36
7.551369  -9.632530  1004  0  0  712  0  256  0  36
7.551369  -9.632410  1004  0  0  712  0  256  0  36
7.551369  -9.632296  1004  0  0  712  0  256  0  36
7.551369  -9.632190  1004  0  0  712  0  256  0  36
7.551369  -9.632095  1004  0  0  712  0  256  0  36
7.551369  -9.632012  1004  0  0  712  0  256  0  36
7.551369  -9.631941  1004  0  0  712  0  256  0  36
7.551369  -9.631880  1004  0  0  712  0  256  0  36
7.551369  -9.631828  1004  0  0  712  0  256  0  36
7.551369  -9.631784  1004  0  0  712  0  256  0  36
7.551369  -9.631744  1004  0  0  712  0  256  0  36
7.551369  -9.631705  1004  0  0  712  0  256  0  36
7.551369  -9.631664  1004  0  0  712  0  256  0  36
7.551369  -9.631619  1004  0  0  712  0  256  0  36
7.551369  -9.631566  1004  0  0  712  0  256  0  36
7.551369  -9.631504  1004  0  0  712  0  256  0  36
7.551369  -9.631433  1004  0  0  712  0  256  0  36
7.551369  -9.631350  1004  0  0  712  0  256  0  36
7.551369  -9.631258  1004  0  0  712  0  256  0  36
7.551369  -9.631156  1004  0  0  712  0  256  0  36
7.551369  -9.631046  1004  0  0  712  0  256  0  36
7.551369  -9.630930  1004  0  0  712  0  256  0  36
7.551369  -9.630809  1004  0  0  712  0  256  0  36
7.551369  -9.630686  1004  0  0  712  0  256  0  36
7.551369  -9.630561  1004  0  0  712  0  256  0  36
7.551369  -9.630435  1004  0  0  712  0  256  0  36
7.551369  -9.630308  1004  0  0  712  0  256  0  36
7.551369  -9.630178  1004  0  0  712  0  256  0  36
7.551369  -9.630042  1004  0  0  712  0  256  0  36
7.551369  -9.629899  1004  0  0  712  0  256  0  36
7.551369  -9.629746  1004  0  0  712  0  256  0  36
7.551369  -9.629578  1004  0  0  712  0  256  0  36
7.551369  -9.629393  1004  0  0  712  0  256  0  36
7.551369  -9.629188  1004  0  0  712  0  256  0  36
7.551369  -9.628962  1004  0  0  712  0  256  0  36
7.551369  -9.628714  1004  0  0  712  0  256  0  36
7.551369  -9.628447  1004  0  0  712  0  256  0  36
7.551369  -9.628161  1004  0  0  712  0  256  0  36
7.551369  -9.627863  1004  0  0  712  0  256  0  36
7.551369  -9.627556  1004  0  0  712  0  256  0  36
7.551369  -9.627246  1004  0  0  712  0  256  0  36
7.551369  -9.626941  1004  0  0  712  0  256  0  36
7.551369  -9.626644  1004  0  0  712  0  256  0  36
7.551369  -9.626362  1004  0  0  712  0  256  0  36
7.551369  -9.626099  1004  0  0  712  0  256  0  36
7.551369  -9.625857  1004  0  0  712  0  256  0  36
7.551369  -9.625637  1004  0  0  712  0  256  0  36
7.551369  -9.625436  1004  0  0  712  0  256  0  36
7.551369  -9.625252  1004  0  0  712  0  256  0  36
7.551369  -9.625081  1004  0  0  712  0  256  0  36
7.551369  -9.624916  1004  0  0  712  0  256  0  36
7.551369  -9.624752  1004  0  0  712  0  256  0  36
7.551369  -9.624582  1004  0  0  712  0  256  0  36
7.551369  -9.624403  1004  0  0  712  0  256  0  36
7.551369  -9.624209  1004  0  0  712  0  256  0  36
7.551369  -9.623999  1004  0  0  712  0  256  0  36
7.551369  -9.623774  1004  0  0  712  0  256  0  36
7.551369  -9.623533  1004  0  0  712  0  256  0  36
7.551369  -9.623281  1004  0  0  712  0  256  0  36
7.551369  -9.623020  1004  0  0  712  0  256  0  36
7.551369  -9.622754  1004  0  0  712  0  256  0  36
7.551369  -9.622487  1004  0  0  712  0  256  0  36
7.551369  -9.622223  1004  0  0  712  0  256  0  36
7.551369  -9.621965  1004  0  0  712  0  256  0  36
7.551369  -9.621715  1004  0  0  712  0  256  0  36
7.551369  -9.621475  1004  0  0  712  0  256  0  36
7.551369  -9.621247  1004  0  0  712  0  256  0  36
7.551369  -9.621035  1004  0  0  712  0  256  0  36
7.551369  -9.620839  1004  0  0  712  0  256  0  36
7.551369  -9.620661  1004  0  0  712  0  256  0  36
7.551369  -9.620504  1004  0  0  712  0  256  0  36
7.551369  -9.620366  1004  0  0  712  0  256  0  36
7.551369  -9.620246  1004  0  0  712  0  256  0  36
7.551369  -9.620142  1004  0  0  712  0  256  0  36
7.551369  -9.620050  1004  0  0  712  0  256  0  36
7.551369  -9.619963  1004  0  0  712  0  256  0  36
7.551369  -9.619876  1004  0  0  712  0  256  0  36
7.551369  -9.619781  1004  0  0  712  0  256  0  36
7.551369  -9.619671  1004  0  0  712  0  256  0  36
7.551369  -9.619540  1004  0  0  712  0  256  0  36
7.551369  -9.619384  1004  0  0  712  0  256  0  36
7.551369  -9.619200  1004  0  0  712  0  256  0  36
7.551369  -9.618990  1004  0  0  712  0  256  0  36
7.551369  -9.618758  1004  0  0  712  0  256  0  36
7.551369  -9.618509  1004  0  0  712  0  256  0  36
7.551369  -9.618251  1004  0  0  712  0  256  0  36
7.551369  -9.617993  1004  0  0  712  0  256  0  36
7.551369  -9.617745  1004  0  0  712  0  256  0  36
7.551369  -9.617518  1004  0  0  712  0  256  0  36
7.551369  -9.617321  1004  0  0  712  0  256  0  36
7.551369  -9.617160  1004  0  0  712  0  256  0  36
7.551369  -9.617042  1004  0  0  712  0  256  0  36
7.551369  -9.616969  1004  0  0  712  0  256  0  36
7.551369  -9.616942  1004  0  0  712  0  256  0  36
7.551369  -9.616957  1004  0  0  712  0  256  0  36
7.551369  -9.617009  1004  0  0  712  0  256  0  36
7.551369  -9.617093  1004  0  0  712  0  256  0  36
7.551369  -9.617202  1004  0  0  712  0  256  0  36
7.551369  -9.617328  1004  0  0  712  0  256  0  36
7.551369  -9.617463  1004  0  0  712  0  256  0  36
7.551369  -9.617602  1004  0  0  712  0  256  0  36
7.551369  -9.617739  1004  0  0  712  0  256  0  36
7.551369  -9.617872  1004  0  0  712  0  256  0  36
7.551369  -9.617999  1004  0  0  712  0  256  0  36
7.551369  -9.618120  1004  0  0  712  0  256  0  36
7.551369  -9.618235  1004  0  0  712  0  256  0  36
7.551369  -9.618345  1004  0  0  712  0  256  0  36
7.551369  -9.618449  1004  0  0  712  0  256  0  36
7.551369  -9.618549  1004  0  0  712  0  256  0  36
7.551369  -9.618642  1004  0  0  712  0  256  0  36
7.551369  -9.618726  1004  0  0  712  0  256  0  36
7.551369  -9.618794  1004  0  0  712  0  256  0  36
7.551369  -9.618842  1004  0  0  712  0  256  0  36
7.551369  -9.618866  1004  0  0  712  0  256  0  36
7.551369  -9.618862  1004  0  0  712  0  256  0  36
7.551369  -9.618829  1004  0  0  712  0  256  0  36
7.551369  -9.618768  1004  0  0  712  0  256  0  36
7.551369  -9.618681  1004  0  0  712  0  256  0  36
7.551369  -9.618573  1004  0  0  712  0  256  0  36
7.551369  -9.618450  1004  0  0  712  0  256  0  36
7.551369  -9.618317  1004  0  0  712  0  256  0  36
7.551369  -9.618179  1004  0  0  712  0  256  0  36
7.551369  -9.618041  1004  0  0  712  0  256  0  36
7.551369  -9.617905  1004  0  0  712  0  256  0  36
7.551369  -9.617774  1004  0  0  712  0  256  0  36
7.551369  -9.617649  1004  0  0  712  0  256  0  36
7.551369  -9.617528  1004  0  0  712  0  256  0  36
7.551369  -9.617414  1004  0  0  712  0  256  0  36
7.551369  -9.617303  1004  0  0  712  0  256  0  36
7.551369  -9.617195  1004  0  0  712  0  256  0  36
7.551369  -9.617088  1004  0  0  712  0  256  0  36
7.551369  -9.616980  1004  0  0  712  0  256  0  36
7.551369  -9.616869  1004  0  0  712  0  256  0  36
7.551369  -9.616751  1004  0  0  712  0  256  0  36
7.551369  -9.616626  1004  0  0  712  0  256  0  36
7.551369  -9.616492  1004  0  0  712  0  256  0  36
7.551369  -9.616347  1004  0  0  712  0  256  0  36
7.551369  -9.616191  1004  0  0  712  0  256  0  36
7.551369  -9.616024  1004  0  0  712  0  256  0  36
7.551369  -9.679637  1004  0  0  712  0  256  0  36
7.551369  -9.679637  1004  0  0  712  0  256  0  36
7.551369  -9.679637  1004  0  0  712  0  256  0  36
7.551369  -9.679637  1004  0  0  712  0  256  0  36
7.551369  -9.679637  1004  0  0  712  0  256  0  36
7.551369  -9.679637  1004  0  0  712  0  256  0  36
7.551369  -9.679637  1004  0  0  712  0  256  0  36
7.551369  -9.679638  1004  0  0  712  0  256  0  36
7.551369  -9.679638  1004  0  0  712  0  256  0  36
7.551369  -9.679638  1004  0  0  712  0  256  0  36
7.551369  -9.679638  1004  0  0  712  0  256  0  36
7.551369  -9.679638  1004  0  0  712  0  256  0  36
7.551369  -9.679638  1004  0  0  712  0  256  0  36
7.551369  -9.679638  1004  0  0  712  0  256  0  36
7.551369  -9.679638  1004  0  0  712  0  256  0  36
7.551369  -9.679638  1004  0  0  712  0  256  0  36
7.551369  -9.679638  1004  0  0  712  0  256  0  36
7.551369  -9.679638  1004  0  0  712  0  256  0  36
7.551369  -9.679638  1004  0  0  712  0  256  0  36
7.551369  -9.679638  1004  0  0  712  0  256  0  36
7.551369  -9.679638  1004  0  0  712  0  256  0  36
7.551369  -9.679638  1004  0  0  712  0  256  0  36
7.551369  -9.679639  1004  0  0  712  0  256  0  36
7.551369  -9.679639  1004  0  0  712  0  256  0  36
7.551369  -9.679638  1004  0  0  712  0  256  0  36
7.551369  -9.679638  1004  0  0  712  0  256  0  36
7.551369  -9.679638  1004  0  0  712  0  256  0  36
7.551369  -9.679638  1004  0  0  712  0  256  0  36
7.551369  -9.679638  1004  0  0  712  0  256  0  36
7.551369  -9.679637  1004  0  0  712  0  256  0  36
7.551369  -9.679637  1004  0  0  712  0  256  0  36
7.551369  -9.679636  1004  0  0  712  0  256  0  36
7.551369  -9.679635  1004  0  0  712  0  256  0  36
7.551369  -9.679634  1004  0  0  712  0  256  0  36
7.551369  -9.679632  1004  0  0  712  0  256  0  36
7.551369  -9.679630  1004  0  0  712  0  256  0  36
7.551369  -9.679628  1004  0  0  712  0  256  0  36
7.551369  -9.679624  1004  0  0  712  0  256  0  36
7.551369  -9.679619  1004  0  0  712  0  256  0  36
7.551369  -9.679612  1004  0  0  712  0  256  0  36
7.551369  -9.679604  1004  0  0  712  0  256  0  36
7.551369  -9.679592  1004  0  0  712  0  256  0  36
7.551369  -9.679575  1004  0  0  712  0  256  0  36
7.551369  -9.679553  1004  0  0  712  0  256  0  36
7.551369  -9.679522  1004  0  0  712  0  256  0  36
7.551369  -9.679478  1004  0  0  712  0  256  0  36
7.551369  -9.679417  1004  0  0  712  0  256  0  36
7.551369  -9.679330  1004  0  0  712  0  256  0  36
7.551369  -9.679207  1004  0  0  712  0  256  0  36
7.551369  -9.679032  1004  0  0  712  0  256  0  36
7.551369  -9.678782  1004  0  0  712  0  256  0  36
7.551369  -9.678424  1004  0  0  712  0  256  0  36
7.551369  -9.677913  1004  0  0  712  0  256  0  36
7.551369  -9.677190  1004  0  0  712  0  256  0  36
7.551369  -9.676178  1004  0  0  712  0  256  0  36
7.551369  -9.674798  1004  0  0  712  0  256  0  36
7.551369  -9.672979  1004  0  0  712  0  256  0  36
7.551369  -9.670688  1004  0  0  712  0  256  0  36
7.551369  -9.667961  1004  0  0  712  0  256  0  36
7.551369  -9.664916  1004  0  0  712  0  256  0  36
7.551369  -9.661733  1004  0  0  712  0  256  0  36
7.551369  -9.658606  1004  0  0  712  0  256  0  36
7.551369  -9.655703  1004  0  0  712  0  256  0  36
7.551369  -9.653139  1004  0  0  712  0  256  0  36
7.551369  -9.650971  1004  0  0  712  0  256  0  36
7.551369  -9.649208  1004  0  0  712  0  256  0  36
7.551369  -9.647833  1004  0  0  712  0  256  0  36
7.551369  -9.646810  1004  0  0  712  0  256  0  36
7.551369  -9.646098  1004  0  0  712  0  256  0  36
7.551369  -9.645652  1004  0  0  712  0  256  0  36
7.551369  -9.645432  1004  0  0  712  0  256  0  36
7.551369  -9.645401  1004  0  0  712  0  256  0  36
7.551369  -9.645529  1004  0  0  712  0  256  0  36
7.551369  -9.645786  1004  0  0  712  0  256  0  36
7.551369  -9.646149  1004  0  0  712  0  256  0  36
7.551369  -9.646600  1004  0  0  712  0  256  0  36
7.551369  -9.647121  1004  0  0  712  0  256  0  36
7.551369  -9.647699  1004  0  0  712  0  256  0  36
7.551369  -9.648322  1004  0  0  712  0  256  0  36
7.551369  -9.648982  1004  0  0  712  0  256  0  36
7.551369  -9.649670  1004  0  0  712  0  256  0  36
7.551369  -9.650380  1004  0  0  712  0  256  0  36
7.551369  -9.651106  1004  0  0  712  0  256  0  36
7.551369  -9.651845  1004  0  0  712  0  256  0  36
7.551369  -9.652592  1004  0  0  712  0  256  0  36
7.551369  -9.653344  1004  0  0  712  0  256  0  36
7.551369  -9.654099  1004  0  0  712  0  256  0  36
7.551369  -9.654854  1004  0  0  712  0  256  0  36
7.551369  -9.655608  1004  0  0  712  0  256  0  36
7.551369  -9.656358  1004  0  0  712  0  256  0  36
7.551369  -9.657102  1004  0  0  712  0  256  0  36
7.551369  -9.657841  1004  0  0  712  0  256  0  36
7.551369  -9.658573  1004  0  0  712  0  256  0  36
7.551369  -9.659296  1004  0  0  712  0  256  0  36
7.551369  -9.660010  1004  0  0  712  0  256  0  36
7.551369  -9.660714  1004  0  0  712  0  256  0  36
7.551369  -9.661409  1004  0  0  712  0  256  0  36
7.551369  -9.662092  1004  0  0  712  0  256  0  36
7.551369  -9.662764  1004  0  0  712  0  256  0  36
7.551369  -9.663424  1004  0  0  712  0  256  0  36
7.551369  -9.664072  1004  0  0  712  0  256  0  36
7.551369  -9.664708  1004  0  0  712  0  256  0  36
7.551369  -9.665331  1004  0  0  712  0  256  0  36
7.551369  -9.665941  1004  0  0  712  0  256  0  36
7.551369  -9.666537  1004  0  0  712  0  256  0  36
7.551369  -9.667120  1004  0  0  712  0  256  0  36
7.551369  -9.667689  1004  0  0  712  0  256  0  36
7.551369  -9.668244  1004  0  0  712  0  256  0  36
7.551369  -9.668784  1004  0  0  712  0  256  0  36
7.551369  -9.669309  1004  0  0  712  0  256  0  36
7.551369  -9.669819  1004  0  0  712  0  256  0  36
7.551369  -9.670312  1004  0  0  712  0  256  0  36
7.551369  -9.670790  1004  0  0  712  0  256  0  36
7.551369  -9.671250  1004  0  0  712  0  256  0  36
7.551369  -9.671693  1004  0  0  712  0  256  0  36
7.551369  -9.672118  1004  0  0  712  0  256  0  36
7.551369  -9.672525  1004  0  0  712  0  256  0  36
7.551369  -9.672912  1004  0  0  712  0  256  0  36
7.551369  -9.673278  1004  0  0  712  0  256  0  36
7.551369  -9.673625  1004  0  0  712  0  256  0  36
7.551369  -9.673949  1004  0  0  712  0  256  0  36
7.551369  -9.674251  1004  0  0  712  0  256  0  36
7.551369  -9.674529  1004  0  0  712  0  256  0  36
7.551369  -9.674783  1004  0  0  712  0  256  0  36
7.551369  -9.675011  1004  0  0  712  0  256  0  36
7.551369  -9.675212  1004  0  0  712  0  256  0  36
7.551369  -9.675385  1004  0  0  712  0  256  0  36
7.551369  -9.675529  1004  0  0  712  0  256  0  36
7.551369  -9.675642  1004  0  0  712  0  256  0  36
7.551369  -9.675724  1004  0  0  712  0  256  0  36
7.551369  -9.675772  1004  0  0  712  0  256  0  36
7.551369  -9.675786  1004  0  0  712  0  256  0  36
7.551369  -9.675764  1004  0  0  712  0  256  0  36
7.551369  -9.675707  1004  0  0  712  0  256  0  36
7.551369  -9.675611  1004  0  0  712  0  256  0  36
7.551369  -9.675478  1004  0  0  712  0  256  0  36
7.551369  -9.675307  1004  0  0  712  0  256  0  36
7.551369  -9.675097  1004  0  0  712  0  256  0  36
7.551369  -9.674848  1004  0  0  712  0  256  0  36
7.551369  -9.674563  1004  0  0  712  0  256  0  36
7.551369  -9.674240  1004  0  0  712  0  256  0  36
7.551369  -9.673882  1004  0  0  712  0  256  0  36
7.551369  -9.673489  1004  0  0  712  0  256  0  36
7.551369  -9.673066  1004  0  0  712  0  256  0  36
7.551369  -9.672613  1004  0  0  712  0  256  0  36
7.551369  -9.672134  1004  0  0  712  0  256  0  36
7.551369  -9.671633  1004  0  0  712  0  256  0  36
7.551369  -9.671113  1004  0  0  712  0  256  0  36
7.551369  -9.670578  1004  0  0  712  0  256  0  36
7.551369  -9.670031  1004  0  0  712  0  256  0  36
7.551369  -9.669478  1004  0  0  712  0  256  0  36
7.551369  -9.668922  1004  0  0  712  0  256  0  36
7.551369  -9.668368  1004  0  0  712  0  256  0  36
7.551369  -9.667819  1004  0  0  712  0  256  0  36
7.551369  -9.667279  1004  0  0  712  0  256  0  36
7.551369  -9.666753  1004  0  0  712  0  256  0  36
7.551369  -9.666243  1004  0  0  712  0  256  0  36
7.551369  -9.665752  1004  0  0  712  0  256  0  36
7.551369  -9.665283  1004  0  0  712  0  256  0  36
7.551369  -9.664837  1004  0  0  712  0  256  0  36
7.551369  -9.664417  1004  0  0  712  0  256  0  36
7.551369  -9.664022  1004  0  0  712  0  256  0  36
7.551369  -9.663654  1004  0  0  712  0  256  0  36
7.551369  -9.663313  1004  0  0  712  0  256  0  36
7.551369  -9.662999  1004  0  0  712  0  256  0  36
7.551369  -9.662712  1004  0  0  712  0  256  0  36
7.551369  -9.662450  1004  0  0  712  0  256  0  36
7.551369  -9.662214  1004  0  0  712  0  256  0  36
7.551369  -9.662002  1004  0  0  712  0  256  0  36
7.551369  -9.661811  1004  0  0  712  0  256  0  36
7.551369  -9.661642  1004  0  0  712  0  256  0  36
7.551369  -9.661492  1004  0  0  712  0  256  0  36
7.551369  -9.661358  1004  0  0  712  0  256  0  36
7.551369  -9.661239  1004  0  0  712  0  256  0  36
7.551369  -9.661133  1004  0  0  712  0  256  0  36
7.551369  -9.661036  1004  0  0  712  0  256  0  36
7.551369  -9.660947  1004  0  0  712  0  256  0  36
7.551369  -9.660862  1004  0  0  712  0  256  0  36
